ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,LastUpdatedDate,LastUpdatedTime,OccupancyRatio,PriceModel1,VehicleWeight,TrafficLevel,DemandRaw,DemandNorm,PriceModel2,Timestamp
10674,Others-CCCPS119a,2803,26.14754061,91.72797041,512,car,low,2,0,13-10-2016,16:04:00,0.18266143417766678,10.913307170888334,1.0,1,0.7730645736710666,0.16995478438614814,10.85,2016-10-13 16:04:00
5426,BHMNCPHST01,1200,26.14001386,91.73099967,647,car,low,2,0,13-10-2016,16:04:00,0.5391666666666667,12.695833333333333,1.0,1,0.9156666666666666,0.19967608816742494,11.0,2016-10-13 16:04:00
14611,Others-CCCPS8,1322,26.14754886,91.72799519,665,truck,low,2,0,13-10-2016,16:31:00,0.5030257186081695,12.515128593040847,1.5,1,1.0512102874432678,0.22792625647904882,11.14,2016-10-13 16:31:00
1491,BHMBCCTHL01,387,26.14449459,91.73620513,296,car,average,3,0,13-10-2016,16:31:00,0.7648578811369509,13.824289405684755,1.0,2,1.1059431524547803,0.23933374758702974,11.2,2016-10-13 16:31:00
10675,Others-CCCPS119a,2803,26.14754061,91.72797041,466,car,low,2,0,13-10-2016,16:31:00,0.16625044595076705,10.831252229753835,1.0,1,0.7665001783803068,0.1685866250381428,10.84,2016-10-13 16:31:00
13299,Others-CCCPS202,2937,26.14749053,91.72799688,1060,cycle,low,2,0,13-10-2016,16:31:00,0.3609124957439564,11.804562478719783,0.0,1,0.5443649982975824,0.12228893733203752,10.61,2016-10-13 16:31:00
11987,Others-CCCPS135a,3883,26.14749943,91.72800489,2320,truck,low,3,0,13-10-2016,16:31:00,0.5974761782127221,12.98738089106361,1.5,1,1.388990471285089,0.2983268182405655,11.49,2016-10-13 16:31:00
17235,Shopping,1920,26.15050395,91.73353109,1069,car,low,2,0,13-10-2016,16:31:00,0.5567708333333333,12.783854166666666,1.0,1,0.9227083333333335,0.20114372100317127,11.01,2016-10-13 16:31:00
15923,Others-CCCPS98,3103,26.14749998,91.72797778,947,car,average,3,0,13-10-2016,16:31:00,0.30518852723171125,11.525942636158556,1.0,2,0.9220754108926843,0.20101180652889283,11.01,2016-10-13 16:31:00
179,BHMBCCMKT01,577,26.14453614,91.73617216,130,car,low,2,0,13-10-2016,16:31:00,0.22530329289428075,11.126516464471404,1.0,1,0.7901213171577123,0.17350977186239475,10.87,2016-10-13 16:31:00
9363,Others-CCCPS105a,2009,26.14747299,91.72804914,1133,bike,low,2,0,13-10-2016,16:31:00,0.5639621702339472,12.819810851169736,0.5,1,0.775584868093579,0.17048006725245263,10.85,2016-10-13 16:31:00
5427,BHMNCPHST01,1200,26.14001386,91.73099967,586,car,average,3,0,13-10-2016,16:31:00,0.48833333333333334,12.441666666666666,1.0,2,0.9953333333333332,0.21628031291267305,11.08,2016-10-13 16:31:00
6739,BHMNCPNST01,485,26.14004753,91.73097233,309,car,low,2,0,13-10-2016,16:31:00,0.6371134020618556,13.185567010309278,1.0,1,0.9548453608247423,0.2078417598372077,11.04,2016-10-13 16:31:00
4115,BHMMBMMBX01,687,20.0000347,78.00000286,468,cycle,low,2,0,13-10-2016,16:31:00,0.6812227074235808,13.406113537117903,0.0,1,0.6724890829694323,0.14899271679442996,10.74,2016-10-13 16:31:00
2803,BHMEURBRD01,470,26.14901995,91.7395035,322,cycle,low,2,0,13-10-2016,16:31:00,0.6851063829787234,13.425531914893618,0.0,1,0.6740425531914893,0.14931649297060676,10.75,2016-10-13 16:31:00
8051,Broad Street,690,26.13795775,91.74099445,455,bike,low,2,0,13-10-2016,16:31:00,0.6594202898550725,13.297101449275363,0.5,1,0.813768115942029,0.17843826677687744,10.89,2016-10-13 16:31:00
4116,BHMMBMMBX01,687,20.0000347,78.00000286,321,car,low,2,0,14-10-2016,08:01:00,0.4672489082969432,12.336244541484715,1.0,1,0.8868995633187773,0.19368041307213454,10.97,2016-10-14 08:01:00
180,BHMBCCMKT01,577,26.14453614,91.73617216,53,car,low,1,0,14-10-2016,08:01:00,0.09185441941074524,10.459272097053725,1.0,1,0.43674176776429807,0.09985797112805044,10.5,2016-10-14 08:01:00
8052,Broad Street,690,26.13795775,91.74099445,170,car,average,2,0,14-10-2016,08:01:00,0.2463768115942029,11.231884057971016,1.0,2,0.5985507246376811,0.13358239312453346,10.67,2016-10-14 08:01:00
6740,BHMNCPNST01,485,26.14004753,91.73097233,263,car,low,1,0,14-10-2016,08:01:00,0.5422680412371134,12.711340206185566,1.0,1,0.6169072164948454,0.13740827575629921,10.69,2016-10-14 08:01:00
11988,Others-CCCPS135a,3883,26.14749943,91.72800489,1070,car,low,3,0,14-10-2016,08:01:00,0.2755601339170744,11.377800669585373,1.0,1,1.1102240535668297,0.2402259782670714,11.2,2016-10-14 08:01:00
15924,Others-CCCPS98,3103,26.14749998,91.72797778,692,car,low,3,0,14-10-2016,08:01:00,0.22300999033193683,11.115049951659683,1.0,1,1.0892039961327746,0.23584495201862277,11.18,2016-10-14 08:01:00
10676,Others-CCCPS119a,2803,26.14754061,91.72797041,203,truck,low,2,0,14-10-2016,08:01:00,0.07242240456653586,10.36211202283268,1.5,1,0.8789689618266143,0.19202750734568005,10.96,2016-10-14 08:01:00
13300,Others-CCCPS202,2937,26.14749053,91.72799688,528,car,low,2,0,14-10-2016,08:01:00,0.1797752808988764,10.898876404494382,1.0,1,0.7719101123595505,0.1697141701383309,10.85,2016-10-14 08:01:00
5428,BHMNCPHST01,1200,26.14001386,91.73099967,213,bike,low,2,0,14-10-2016,08:01:00,0.1775,10.8875,0.5,1,0.6209999999999999,0.13826129873311802,10.69,2016-10-14 08:01:00
2804,BHMEURBRD01,470,26.14901995,91.7395035,112,car,average,2,0,14-10-2016,08:01:00,0.23829787234042554,11.191489361702128,1.0,2,0.5953191489361702,0.13290886413839326,10.66,2016-10-14 08:01:00
14612,Others-CCCPS8,1322,26.14754886,91.72799519,378,car,low,2,0,14-10-2016,08:01:00,0.2859304084720121,11.429652042360061,1.0,1,0.8143721633888048,0.17856416308938444,10.89,2016-10-14 08:01:00
9364,Others-CCCPS105a,2009,26.14747299,91.72804914,699,car,average,3,0,14-10-2016,08:01:00,0.3479342956694873,11.739671478347436,1.0,2,0.9391737182677948,0.20457545680194306,11.02,2016-10-14 08:01:00
1492,BHMBCCTHL01,387,26.14449459,91.73620513,95,truck,low,1,0,14-10-2016,08:01:00,0.2454780361757106,11.227390180878553,1.5,1,0.6481912144702842,0.1439285251284424,10.72,2016-10-14 08:01:00
17236,Shopping,1920,26.15050395,91.73353109,556,bike,low,2,0,14-10-2016,08:01:00,0.28958333333333336,11.447916666666666,0.5,1,0.6658333333333334,0.1476055172613016,10.74,2016-10-14 08:01:00
17237,Shopping,1920,26.15050395,91.73353109,689,car,low,2,0,14-10-2016,08:27:00,0.35885416666666664,11.794270833333334,1.0,1,0.8435416666666666,0.18464370687347906,10.92,2016-10-14 08:27:00
14613,Others-CCCPS8,1322,26.14754886,91.72799519,416,car,low,2,0,14-10-2016,08:27:00,0.3146747352496218,11.573373676248108,1.0,1,0.8258698940998488,0.18096053427917336,10.9,2016-10-14 08:27:00
4117,BHMMBMMBX01,687,20.0000347,78.00000286,345,bike,low,1,0,14-10-2016,08:27:00,0.5021834061135371,12.510917030567686,0.5,1,0.45087336244541476,0.10280329548906317,10.51,2016-10-14 08:27:00
10677,Others-CCCPS119a,2803,26.14754061,91.72797041,268,car,low,2,0,14-10-2016,08:27:00,0.09561184445237246,10.478059222261862,1.0,1,0.7382447377809489,0.16269759132281544,10.81,2016-10-14 08:27:00
6741,BHMNCPNST01,485,26.14004753,91.73097233,274,car,low,2,0,14-10-2016,08:27:00,0.5649484536082474,12.824742268041238,1.0,1,0.925979381443299,0.20182547687727656,11.01,2016-10-14 08:27:00
11989,Others-CCCPS135a,3883,26.14749943,91.72800489,1407,cycle,low,3,0,14-10-2016,08:27:00,0.362348699459181,11.811743497295906,0.0,1,0.8449394797836725,0.18493504080418977,10.92,2016-10-14 08:27:00
8053,Broad Street,690,26.13795775,91.74099445,251,car,low,2,0,14-10-2016,08:27:00,0.36376811594202896,11.818840579710145,1.0,1,0.8455072463768116,0.18505337541651604,10.93,2016-10-14 08:27:00
1493,BHMBCCTHL01,387,26.14449459,91.73620513,121,car,low,2,0,14-10-2016,08:27:00,0.31266149870801035,11.563307493540051,1.0,1,0.8250645994832042,0.1807926937837645,10.9,2016-10-14 08:27:00
9365,Others-CCCPS105a,2009,26.14747299,91.72804914,761,car,average,2,0,14-10-2016,08:27:00,0.3787954206072673,11.893977103036336,1.0,2,0.6515181682429068,0.14462193292958478,10.72,2016-10-14 08:27:00
5429,BHMNCPHST01,1200,26.14001386,91.73099967,283,car,low,1,0,14-10-2016,08:27:00,0.23583333333333334,11.179166666666667,1.0,1,0.4943333333333333,0.11186127612561053,10.56,2016-10-14 08:27:00
15925,Others-CCCPS98,3103,26.14749998,91.72797778,766,car,low,2,0,14-10-2016,08:27:00,0.24685787947147922,11.234289397357395,1.0,1,0.7987431517885917,0.17530674525060586,10.88,2016-10-14 08:27:00
2805,BHMEURBRD01,470,26.14901995,91.7395035,170,car,low,1,0,14-10-2016,08:27:00,0.3617021276595745,11.808510638297872,1.0,1,0.5446808510638298,0.1223547677544289,10.61,2016-10-14 08:27:00
181,BHMBCCMKT01,577,26.14453614,91.73617216,57,car,low,1,0,14-10-2016,08:27:00,0.09878682842287695,10.493934142114385,1.0,1,0.43951473136915076,0.10043591561640232,10.5,2016-10-14 08:27:00
13301,Others-CCCPS202,2937,26.14749053,91.72799688,646,truck,average,3,0,14-10-2016,08:27:00,0.21995233231188288,11.099761661559414,1.5,2,1.0379809329247531,0.2251689781234842,11.13,2016-10-14 08:27:00
15926,Others-CCCPS98,3103,26.14749998,91.72797778,894,car,low,2,0,14-10-2016,09:01:00,0.2881082823074444,11.440541411537222,1.0,1,0.8152433129229777,0.17874572914777934,10.89,2016-10-14 09:01:00
11990,Others-CCCPS135a,3883,26.14749943,91.72800489,1870,truck,low,3,0,14-10-2016,09:01:00,0.48158640226628896,12.407932011331445,1.5,1,1.3426345609065156,0.2886652623301503,11.44,2016-10-14 09:01:00
8054,Broad Street,690,26.13795775,91.74099445,380,bike,low,2,0,14-10-2016,09:01:00,0.5507246376811594,12.753623188405797,0.5,1,0.7702898550724638,0.16937647411983828,10.85,2016-10-14 09:01:00
17238,Shopping,1920,26.15050395,91.73353109,858,car,low,3,0,14-10-2016,09:01:00,0.446875,12.234375,1.0,1,1.17875,0.25450824038578096,11.27,2016-10-14 09:01:00
2806,BHMEURBRD01,470,26.14901995,91.7395035,252,bike,low,2,0,14-10-2016,09:01:00,0.5361702127659574,12.680851063829788,0.5,1,0.7644680851063831,0.16816309365625742,10.84,2016-10-14 09:01:00
4118,BHMMBMMBX01,687,20.0000347,78.00000286,394,car,low,2,0,14-10-2016,09:01:00,0.5735080058224163,12.867540029112082,1.0,1,0.9294032023289667,0.20253907384137404,11.01,2016-10-14 09:01:00
1494,BHMBCCTHL01,387,26.14449459,91.73620513,153,car,average,3,0,14-10-2016,09:01:00,0.3953488372093023,11.976744186046512,1.0,2,0.9581395348837207,0.2085283356500769,11.04,2016-10-14 09:01:00
14614,Others-CCCPS8,1322,26.14754886,91.72799519,464,car,low,2,0,14-10-2016,09:01:00,0.35098335854765506,11.754916792738275,1.0,1,0.840393343419062,0.18398752946627508,10.92,2016-10-14 09:01:00
9366,Others-CCCPS105a,2009,26.14747299,91.72804914,858,car,low,3,0,14-10-2016,09:01:00,0.42707814833250374,12.135390741662519,1.0,1,1.1708312593330015,0.2528578067071092,11.26,2016-10-14 09:01:00
10678,Others-CCCPS119a,2803,26.14754061,91.72797041,372,car,low,2,0,14-10-2016,09:01:00,0.13271494826971103,10.663574741348555,1.0,1,0.7530859793078843,0.1657908211530884,10.83,2016-10-14 09:01:00
13302,Others-CCCPS202,2937,26.14749053,91.72799688,814,car,low,3,0,14-10-2016,09:01:00,0.27715355805243447,11.385767790262172,1.0,1,1.1108614232209737,0.24035881963506148,11.2,2016-10-14 09:01:00
6742,BHMNCPNST01,485,26.14004753,91.73097233,281,bike,low,2,0,14-10-2016,09:01:00,0.5793814432989691,12.896907216494846,0.5,1,0.7817525773195876,0.17176554880247757,10.86,2016-10-14 09:01:00
182,BHMBCCMKT01,577,26.14453614,91.73617216,67,car,average,2,0,14-10-2016,09:01:00,0.11611785095320624,10.580589254766032,1.0,2,0.5464471403812825,0.12272289994847219,10.61,2016-10-14 09:01:00
5430,BHMNCPHST01,1200,26.14001386,91.73099967,392,car,average,3,0,14-10-2016,09:01:00,0.32666666666666666,11.633333333333333,1.0,2,0.9306666666666665,0.20280240663410343,11.01,2016-10-14 09:01:00
15927,Others-CCCPS98,3103,26.14749998,91.72797778,1004,cycle,low,3,0,14-10-2016,09:27:00,0.323557847244602,11.617789236223011,0.0,1,0.8294231388978408,0.1817011059344128,10.91,2016-10-14 09:27:00
9367,Others-CCCPS105a,2009,26.14747299,91.72804914,955,car,low,3,0,14-10-2016,09:27:00,0.4753608760577402,12.3768043802887,1.0,1,1.190144350423096,0.256883064928683,11.28,2016-10-14 09:27:00
8055,Broad Street,690,26.13795775,91.74099445,430,car,low,3,0,14-10-2016,09:27:00,0.6231884057971014,13.115942028985508,1.0,1,1.2492753623188406,0.2692072232248866,11.35,2016-10-14 09:27:00
1495,BHMBCCTHL01,387,26.14449459,91.73620513,184,car,low,3,0,14-10-2016,09:27:00,0.4754521963824289,12.377260981912144,1.0,1,1.1901808785529715,0.2568906781664819,11.28,2016-10-14 09:27:00
13303,Others-CCCPS202,2937,26.14749053,91.72799688,910,car,average,4,0,14-10-2016,09:27:00,0.3098399727613211,11.549199863806605,1.0,2,1.2239359891045283,0.2639259598639557,11.32,2016-10-14 09:27:00
11991,Others-CCCPS135a,3883,26.14749943,91.72800489,2204,car,low,3,0,14-10-2016,09:27:00,0.567602369302086,12.83801184651043,1.0,1,1.2270409477208344,0.2645730991613177,11.32,2016-10-14 09:27:00
183,BHMBCCMKT01,577,26.14453614,91.73617216,100,car,low,2,0,14-10-2016,09:27:00,0.1733102253032929,10.866551126516464,1.0,1,0.7693240901213171,0.16917518819975552,10.85,2016-10-14 09:27:00
17239,Shopping,1920,26.15050395,91.73353109,1010,cycle,low,3,0,14-10-2016,09:27:00,0.5260416666666666,12.630208333333332,0.0,1,0.9104166666666667,0.19858187670408745,10.99,2016-10-14 09:27:00
10679,Others-CCCPS119a,2803,26.14754061,91.72797041,453,car,low,3,0,14-10-2016,09:27:00,0.16161255797359972,10.808062789867998,1.0,1,1.0646450231894398,0.23072634064292905,11.15,2016-10-14 09:27:00
5431,BHMNCPHST01,1200,26.14001386,91.73099967,499,bike,low,2,0,14-10-2016,09:27:00,0.41583333333333333,12.079166666666666,0.5,1,0.7163333333333334,0.15813078943245262,10.79,2016-10-14 09:27:00
4119,BHMMBMMBX01,687,20.0000347,78.00000286,439,car,average,3,0,14-10-2016,09:27:00,0.6390101892285298,13.195050946142649,1.0,2,1.0556040756914118,0.228842015234972,11.14,2016-10-14 09:27:00
6743,BHMNCPNST01,485,26.14004753,91.73097233,296,car,low,2,0,14-10-2016,09:27:00,0.6103092783505155,13.051546391752577,1.0,1,0.9441237113402063,0.20560714045209044,11.03,2016-10-14 09:27:00
14615,Others-CCCPS8,1322,26.14754886,91.72799519,516,car,average,4,0,14-10-2016,09:27:00,0.3903177004538578,11.951588502269288,1.0,2,1.256127080181543,0.27063526669706245,11.35,2016-10-14 09:27:00
2807,BHMEURBRD01,470,26.14901995,91.7395035,283,car,low,2,0,14-10-2016,09:27:00,0.6021276595744681,13.01063829787234,1.0,1,0.9408510638297873,0.20492505122897361,11.02,2016-10-14 09:27:00
11992,Others-CCCPS135a,3883,26.14749943,91.72800489,2479,truck,low,4,0,14-10-2016,10:01:00,0.6384238990471285,13.192119495235643,1.5,1,1.7053695596188514,0.3642669373291492,11.82,2016-10-14 10:01:00
5432,BHMNCPHST01,1200,26.14001386,91.73099967,600,car,low,3,0,14-10-2016,10:01:00,0.5,12.5,1.0,1,1.2,0.25893719154690886,11.29,2016-10-14 10:01:00
17240,Shopping,1920,26.15050395,91.73353109,1142,car,low,4,0,14-10-2016,10:01:00,0.5947916666666667,12.973958333333334,1.0,1,1.5379166666666668,0.32936619922680554,11.65,2016-10-14 10:01:00
8056,Broad Street,690,26.13795775,91.74099445,482,car,low,3,0,14-10-2016,10:01:00,0.6985507246376812,13.492753623188406,1.0,1,1.2794202898550724,0.2754900661337671,11.38,2016-10-14 10:01:00
184,BHMBCCMKT01,577,26.14453614,91.73617216,134,car,low,2,0,14-10-2016,10:01:00,0.2322357019064125,11.161178509532062,1.0,1,0.792894280762565,0.17408771635074663,10.87,2016-10-14 10:01:00
2808,BHMEURBRD01,470,26.14901995,91.7395035,317,car,low,3,0,14-10-2016,10:01:00,0.674468085106383,13.372340425531915,1.0,1,1.2697872340425533,0.2734823327819522,11.37,2016-10-14 10:01:00
15928,Others-CCCPS98,3103,26.14749998,91.72797778,1094,car,low,4,0,14-10-2016,10:01:00,0.35256203673864,11.7628101836932,1.0,1,1.441024814695456,0.3091718801542537,11.55,2016-10-14 10:01:00
13304,Others-CCCPS202,2937,26.14749053,91.72799688,1017,car,low,3,0,14-10-2016,10:01:00,0.34627170582226763,11.731358529111338,1.0,1,1.138508682328907,0.24612109541520666,11.23,2016-10-14 10:01:00
4120,BHMMBMMBX01,687,20.0000347,78.00000286,470,car,low,3,0,14-10-2016,10:01:00,0.6841339155749636,13.420669577874818,1.0,1,1.2736535662299855,0.2742881584963444,11.37,2016-10-14 10:01:00
10680,Others-CCCPS119a,2803,26.14754061,91.72797041,527,car,low,3,0,14-10-2016,10:01:00,0.18801284338209062,10.940064216910454,1.0,1,1.0752051373528362,0.23292729263754636,11.16,2016-10-14 10:01:00
14616,Others-CCCPS8,1322,26.14754886,91.72799519,582,car,low,3,0,14-10-2016,10:01:00,0.4402420574886536,12.201210287443267,1.0,1,1.1760968229954614,0.2539552619681372,11.27,2016-10-14 10:01:00
6744,BHMNCPNST01,485,26.14004753,91.73097233,316,car,low,3,0,14-10-2016,10:01:00,0.6515463917525773,13.257731958762886,1.0,1,1.260618556701031,0.27157138576276435,11.36,2016-10-14 10:01:00
1496,BHMBCCTHL01,387,26.14449459,91.73620513,219,bike,low,4,0,14-10-2016,10:01:00,0.5658914728682171,12.829457364341085,0.5,1,1.3763565891472866,0.2956936489716821,11.48,2016-10-14 10:01:00
9368,Others-CCCPS105a,2009,26.14747299,91.72804914,1052,car,low,4,0,14-10-2016,10:01:00,0.5236436037829766,12.618218018914883,1.0,1,1.5094574415131907,0.3234346924838272,11.62,2016-10-14 10:01:00
2809,BHMEURBRD01,470,26.14901995,91.7395035,339,car,average,4,0,14-10-2016,10:27:00,0.7212765957446808,13.606382978723405,1.0,2,1.3885106382978722,0.2982268108586417,11.49,2016-10-14 10:27:00
14617,Others-CCCPS8,1322,26.14754886,91.72799519,613,car,average,5,0,14-10-2016,10:27:00,0.4636913767019667,12.318456883509834,1.0,2,1.5854765506807869,0.33927868880456763,11.7,2016-10-14 10:27:00
6745,BHMNCPNST01,485,26.14004753,91.73097233,315,car,low,3,0,14-10-2016,10:27:00,0.6494845360824743,13.24742268041237,1.0,1,1.2597938144329897,0.2713994919639091,11.36,2016-10-14 10:27:00
17241,Shopping,1920,26.15050395,91.73353109,1192,car,low,4,0,14-10-2016,10:27:00,0.6208333333333333,13.104166666666668,1.0,1,1.5483333333333333,0.33153725371755444,11.66,2016-10-14 10:27:00
5433,BHMNCPHST01,1200,26.14001386,91.73099967,636,car,low,3,0,14-10-2016,10:27:00,0.53,12.65,1.0,1,1.212,0.26143824632025164,11.31,2016-10-14 10:27:00
13305,Others-CCCPS202,2937,26.14749053,91.72799688,1058,bike,low,4,0,14-10-2016,10:27:00,0.3602315287708546,11.801157643854273,0.5,1,1.2940926115083418,0.2785480894760113,11.39,2016-10-14 10:27:00
15929,Others-CCCPS98,3103,26.14749998,91.72797778,1141,car,low,4,0,14-10-2016,10:27:00,0.367708669029971,11.838543345149855,1.0,1,1.4470834676119884,0.3104346320539971,11.55,2016-10-14 10:27:00
11993,Others-CCCPS135a,3883,26.14749943,91.72800489,2585,car,average,5,0,14-10-2016,10:27:00,0.6657223796033994,13.328611898016998,1.0,2,1.66628895184136,0.35612170894356315,11.78,2016-10-14 10:27:00
10681,Others-CCCPS119a,2803,26.14754061,91.72797041,574,car,average,4,0,14-10-2016,10:27:00,0.20478059222261863,11.023902961113093,1.0,2,1.1819122368890473,0.25516731769126366,11.28,2016-10-14 10:27:00
185,BHMBCCMKT01,577,26.14453614,91.73617216,157,car,low,3,0,14-10-2016,10:27:00,0.2720970537261698,11.36048526863085,1.0,1,1.1088388214904679,0.23993726649234037,11.2,2016-10-14 10:27:00
9369,Others-CCCPS105a,2009,26.14747299,91.72804914,1102,car,low,4,0,14-10-2016,10:27:00,0.5485316077650573,12.742658038825287,1.0,1,1.519412643106023,0.3255095678557725,11.63,2016-10-14 10:27:00
4121,BHMMBMMBX01,687,20.0000347,78.00000286,489,bike,low,3,0,14-10-2016,10:27:00,0.7117903930131004,13.558951965065502,0.5,1,1.13471615720524,0.24533065265990917,11.23,2016-10-14 10:27:00
8057,Broad Street,690,26.13795775,91.74099445,510,car,low,3,0,14-10-2016,10:27:00,0.7391304347826086,13.695652173913043,1.0,1,1.2956521739130435,0.27887313539239506,11.39,2016-10-14 10:27:00
1497,BHMBCCTHL01,387,26.14449459,91.73620513,237,cycle,low,3,0,14-10-2016,10:27:00,0.6124031007751938,13.062015503875969,0.0,1,0.9449612403100776,0.2057816992710829,11.03,2016-10-14 10:27:00
8058,Broad Street,690,26.13795775,91.74099445,530,car,average,5,0,14-10-2016,11:01:00,0.7681159420289855,13.840579710144928,1.0,2,1.7072463768115942,0.3646581058790327,11.82,2016-10-14 11:01:00
11994,Others-CCCPS135a,3883,26.14749943,91.72800489,2652,car,average,7,0,14-10-2016,11:01:00,0.6829770795776462,13.41488539788823,1.0,2,2.2731908318310583,0.48261294593514337,12.41,2016-10-14 11:01:00
13306,Others-CCCPS202,2937,26.14749053,91.72799688,1106,cycle,average,6,0,14-10-2016,11:01:00,0.3765747361252979,11.882873680626489,0.0,2,1.5506298944501191,0.3320159058128387,11.66,2016-10-14 11:01:00
14618,Others-CCCPS8,1322,26.14754886,91.72799519,646,car,average,6,0,14-10-2016,11:01:00,0.4886535552193646,12.443267776096823,1.0,2,1.895461422087746,0.40388611732927043,12.02,2016-10-14 11:01:00
186,BHMBCCMKT01,577,26.14453614,91.73617216,205,car,average,5,0,14-10-2016,11:01:00,0.35528596187175043,11.776429809358753,1.0,2,1.5421143847487,0.33024109279732355,11.65,2016-10-14 11:01:00
4122,BHMMBMMBX01,687,20.0000347,78.00000286,504,car,average,6,0,14-10-2016,11:01:00,0.7336244541484717,13.668122270742359,1.0,2,1.9934497816593886,0.4243089718658279,12.12,2016-10-14 11:01:00
1498,BHMBCCTHL01,387,26.14449459,91.73620513,264,car,average,5,0,14-10-2016,11:01:00,0.6821705426356589,13.410852713178294,1.0,2,1.6728682170542635,0.3574929674990482,11.79,2016-10-14 11:01:00
9370,Others-CCCPS105a,2009,26.14747299,91.72804914,1150,bike,average,6,0,14-10-2016,11:01:00,0.5724240915878547,12.862120457939273,0.5,2,1.7789696366351415,0.37960675599081517,11.9,2016-10-14 11:01:00
6746,BHMNCPNST01,485,26.14004753,91.73097233,312,bike,average,5,0,14-10-2016,11:01:00,0.643298969072165,13.216494845360824,0.5,2,1.5073195876288659,0.3229891183453189,11.61,2016-10-14 11:01:00
10682,Others-CCCPS119a,2803,26.14754061,91.72797041,632,car,average,5,0,14-10-2016,11:01:00,0.22547270781305745,11.127363539065287,1.0,2,1.490189083125223,0.3194187575071017,11.6,2016-10-14 11:01:00
5434,BHMNCPHST01,1200,26.14001386,91.73099967,657,bike,average,6,0,14-10-2016,11:01:00,0.5475,12.7375,0.5,2,1.7689999999999997,0.3775288720495806,11.89,2016-10-14 11:01:00
15930,Others-CCCPS98,3103,26.14749998,91.72797778,1184,car,average,6,0,14-10-2016,11:01:00,0.38156622623267805,11.907831131163391,1.0,2,1.8526264904930712,0.3949584081517143,11.97,2016-10-14 11:01:00
17242,Shopping,1920,26.15050395,91.73353109,1220,bike,average,6,0,14-10-2016,11:01:00,0.6354166666666666,13.177083333333332,0.5,2,1.8041666666666663,0.3848583520103491,11.92,2016-10-14 11:01:00
2810,BHMEURBRD01,470,26.14901995,91.7395035,351,bike,average,5,0,14-10-2016,11:01:00,0.7468085106382979,13.73404255319149,0.5,2,1.5487234042553193,0.3316185527793357,11.66,2016-10-14 11:01:00
6747,BHMNCPNST01,485,26.14004753,91.73097233,317,car,average,5,0,14-10-2016,11:27:00,0.6536082474226804,13.268041237113401,1.0,2,1.6614432989690722,0.35511177200638,11.78,2016-10-14 11:27:00
9371,Others-CCCPS105a,2009,26.14747299,91.72804914,1193,car,high,9,0,14-10-2016,11:27:00,0.593827775012444,12.969138875062221,1.0,3,2.637531110004977,0.5585491952558042,12.79,2016-10-14 11:27:00
14619,Others-CCCPS8,1322,26.14754886,91.72799519,662,car,average,6,0,14-10-2016,11:27:00,0.5007564296520424,12.503782148260212,1.0,2,1.900302571860817,0.40489511572497106,12.02,2016-10-14 11:27:00
15931,Others-CCCPS98,3103,26.14749998,91.72797778,1228,car,high,9,0,14-10-2016,11:27:00,0.3957460522075411,11.978730261037706,1.0,3,2.5582984208830157,0.5420354206446983,12.71,2016-10-14 11:27:00
2811,BHMEURBRD01,470,26.14901995,91.7395035,360,car,average,5,0,14-10-2016,11:27:00,0.7659574468085106,13.829787234042552,1.0,2,1.7063829787234044,0.3644781553865525,11.82,2016-10-14 11:27:00
13307,Others-CCCPS202,2937,26.14749053,91.72799688,1133,car,average,5,0,14-10-2016,11:27:00,0.3857677902621723,11.928838951310862,1.0,2,1.5543071161048692,0.332782316877193,11.66,2016-10-14 11:27:00
11995,Others-CCCPS135a,3883,26.14749943,91.72800489,2689,bike,average,6,0,14-10-2016,11:27:00,0.6925057944887973,13.462528972443987,0.5,2,1.8270023177955186,0.3896177865318664,11.95,2016-10-14 11:27:00
187,BHMBCCMKT01,577,26.14453614,91.73617216,220,car,average,5,0,14-10-2016,11:27:00,0.38128249566724437,11.906412478336222,1.0,2,1.552512998266898,0.33240838462864325,11.66,2016-10-14 11:27:00
8059,Broad Street,690,26.13795775,91.74099445,543,bike,average,5,0,14-10-2016,11:27:00,0.7869565217391304,13.934782608695652,0.5,2,1.5647826086956522,0.3349656319394676,11.67,2016-10-14 11:27:00
17243,Shopping,1920,26.15050395,91.73353109,1239,car,average,7,0,14-10-2016,11:27:00,0.6453125,13.2265625,1.0,2,2.258125,0.47947290671718934,12.4,2016-10-14 11:27:00
4123,BHMMBMMBX01,687,20.0000347,78.00000286,531,bike,average,5,0,14-10-2016,11:27:00,0.7729257641921398,13.864628820960698,0.5,2,1.5591703056768558,0.33379590883491705,11.67,2016-10-14 11:27:00
1499,BHMBCCTHL01,387,26.14449459,91.73620513,273,car,high,7,0,14-10-2016,11:27:00,0.7054263565891473,13.527131782945737,1.0,3,2.0821705426356587,0.44280026209368684,12.21,2016-10-14 11:27:00
5435,BHMNCPHST01,1200,26.14001386,91.73099967,671,bike,average,5,0,14-10-2016,11:27:00,0.5591666666666667,12.795833333333334,0.5,2,1.4736666666666665,0.3159751351278658,11.58,2016-10-14 11:27:00
10683,Others-CCCPS119a,2803,26.14754061,91.72797041,653,car,average,6,0,14-10-2016,11:27:00,0.2329646806992508,11.164823403496253,1.0,2,1.7931858722797,0.38256972132563094,11.91,2016-10-14 11:27:00
